community_id,actor_id,actor_name,weighted_degree,degree,actor_projects,producer_titles_count,all_roles,community_top_title_by_votes,community_top_title_votes,community_top_title_rating
2,nm0008724,Dawlat Abiad,9,9,1,0,actress,Zeinab (1930),11,7.9
6,nm0000370,Walt Disney,217,48,89,0,"actor, director, writer",Steamboat Willie (1928),12653,7.4
6,nm0411208,Rudolf Ising,136,41,48,75,"actor, director, producer",Steamboat Willie (1928),12653,7.4
6,nm0907003,Jerry Wald,18,18,2,0,"actor, writer",Steamboat Willie (1928),12653,7.4
6,nm0281502,Max Fleischer,17,6,72,219,"actor, director, producer, writer",Steamboat Willie (1928),12653,7.4
6,nm0281487,Dave Fleischer,15,9,8,0,"actor, director",Steamboat Willie (1928),12653,7.4
6,nm0526691,Charles Lung,15,13,4,0,actor,Steamboat Willie (1928),12653,7.4
6,nm0338017,Joseph Green,15,15,2,0,"actor, director, writer",Steamboat Willie (1928),12653,7.4
6,nm0363414,Hugh Harman,9,8,2,75,"actor, director, producer",Steamboat Willie (1928),12653,7.4
6,nm0412650,Ub Iwerks,5,5,1,27,"actor, director, producer, writer",Steamboat Willie (1928),12653,7.4
6,nm0085626,Norm Blackburn,4,4,1,0,actor,Steamboat Willie (1928),12653,7.4
6,nm0254749,Carlyle Ellis,2,2,1,0,actor,Steamboat Willie (1928),12653,7.4
7,nm0176470,Aníbal Contreiras,4,4,1,2,"actor, director, producer",Pratas Conquistador (1917),15,4.4
11,nm0462949,Jacques A. Koerpel,9,9,1,1,"actor, director, producer, writer",War Is a Racket (1934),0,0.0
15,nm0138286,Pat Carlyle,18,18,2,1,"actor, director, producer",Maniac (1934),2887,3.7
16,nm0750975,Alice B. Russell,36,35,4,0,actress,Morocco (1930),8355,7.0
16,nm0519315,Raymond Longford,30,22,5,2,"actor, director, producer, writer",Morocco (1930),8355,7.0
16,nm0521121,Marie Lorraine,27,26,3,1,"actress, producer",Morocco (1930),8355,7.0
16,nm0104270,Kenneth Brampton,18,18,2,1,"actor, director, producer, writer",Morocco (1930),8355,7.0
16,nm0047150,Bert Bailey,9,9,1,1,"actor, producer, writer",Morocco (1930),8355,7.0
16,nm0497961,Norman Lee,9,9,1,1,"actor, director, producer, writer",Morocco (1930),8355,7.0
16,nm0709850,George Randol,9,9,1,0,actor,Morocco (1930),8355,7.0
16,nm1321727,William Green,9,9,1,0,actor,Morocco (1930),8355,7.0
16,nm0002035,Sammy Davis Jr.,7,7,1,0,actor,Morocco (1930),8355,7.0
22,nm0154504,Henrique Chaves,8,8,1,0,actor,A Voz do Carnaval (1933),13,5.6
27,nm0679609,Bhalachandra D. Phalke,9,9,1,0,actor,Raja Harishchandra (1913),487,5.9
30,nm0623419,Nazir,3,3,1,0,actor,Abe Hayat (1933),20,2.2
35,nm0595271,Sohrab Modi,9,9,1,0,"actor, director",Khoon Ka Khoon (1935),13,5.0
45,nm0106218,John Randolph Bray,1,1,1,211,"actor, director, producer, writer",The Artist's Dreams (1913),227,6.2
49,nm0913341,Bryant Washburn,1034,648,152,2,"actor, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0848232,Norma Talmadge,691,407,110,23,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0277411,Flora Finch,599,356,88,1,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0001932,Richard Barthelmess,565,446,70,2,"actor, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0829171,Anita Stewart,548,321,89,16,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0949403,Clara Kimball Young,541,379,74,6,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0604384,Harry T. Morey,512,325,73,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0848226,Constance Talmadge,502,349,78,1,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0085877,Carlyle Blackwell,470,297,73,4,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0408433,Ralph Ince,434,342,60,2,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0191899,Irving Cummings,433,340,61,7,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0933045,Ben F. Wilson,427,220,71,50,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0341464,Corinne Griffith,419,314,59,2,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0448682,Charles Kent,394,232,56,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0401967,William Humphrey,384,306,56,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0877550,Florence Turner,360,296,54,4,"actress, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0164244,Marguerite Clark,313,242,39,1,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0669410,Virginia Pearson,310,257,43,0,actress,All Quiet on the Western Front (1930),71942,8.1
49,nm0190516,James Cruze,255,135,39,29,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0047889,Leah Baird,248,192,43,2,"actress, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0871311,Richard Travers,195,163,29,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0437312,Gail Kane,191,169,28,0,actress,All Quiet on the Western Front (1930),71942,8.1
49,nm0237713,Sidney Drew,187,84,68,6,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0405098,Peggy Hyland,182,153,29,0,actress,All Quiet on the Western Front (1930),71942,8.1
49,nm0064600,Harry Beaumont,167,68,26,3,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0678232,Olga Petrova,141,96,21,1,"actress, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0237693,Mrs. Sidney Drew,136,55,63,2,"actress, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0710362,William V. Ranous,121,67,22,1,"actor, director, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0834970,Eugene Strong,110,104,15,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0220082,Joseph Depew,108,100,12,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0631438,William Nigh,104,80,14,2,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0163965,George Clarke,89,81,11,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0358991,Hope Hampton,83,79,12,2,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0198410,Arnold Daly,80,62,10,2,"actor, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0587754,Harry F. Millarde,78,30,15,2,"actor, director, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0276165,Romaine Fielding,72,66,11,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0012317,John G. Adolfi,70,49,10,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0139878,Thomas Carr,67,67,8,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0107543,Herbert Brenon,61,49,9,14,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0769144,Paul Scardon,61,50,9,1,"actor, director, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0532957,Charles W. Mack,57,56,7,4,"actor, director, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0782707,George B. Seitz,54,34,7,12,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0584955,Beatriz Michelena,53,29,7,0,actress,All Quiet on the Western Front (1930),71942,8.1
49,nm0430968,Edward José,50,41,8,3,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0066734,Lee Beggs,49,37,9,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0829381,F.W. Stewart,48,38,6,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0002271,Rex Ingram,47,44,7,8,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0849806,Robert Emmett Tansey,46,42,8,4,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0338947,Walter Greene,46,43,8,1,"actor, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0855912,Tom Terriss,45,33,6,2,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0169125,George M. Cohan,40,38,5,1,"actor, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0306947,Helen Gardner,39,38,8,3,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0261455,Howard Estabrook,39,37,6,2,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0731910,John S. Robertson,38,28,6,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0164030,J.J. Clark,37,33,8,0,"actor, director",All Quiet on the Western Front (1930),71942,8.1
49,nm0292134,Harry L. Fraser,35,35,4,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0046104,Frank Badgley,33,33,4,0,"actor, director, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0205717,Grace Davison,32,31,6,1,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0526226,O.A.C. Lund,28,23,5,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0256639,Arthur Guy Empey,27,24,3,2,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0426812,W. Ray Johnston,23,23,3,19,"actor, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0428013,Edgar Jones,23,23,3,1,"actor, director, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0662032,Albert Parker,23,22,3,0,"actor, director, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0188640,Charles Crompton,23,23,3,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0136888,Edwin Carewe,22,21,4,18,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0754752,Martin Sabine,22,13,3,1,"actor, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0708118,Natacha Rambova,22,22,3,1,"actress, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0370524,Mary Hay,18,18,2,1,"actress, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0911493,Denis Ward,18,17,2,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0308257,Richard Garrick,18,18,2,0,"actor, director",All Quiet on the Western Front (1930),71942,8.1
49,nm0869665,Maurice Tourneur,17,17,2,21,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0205653,Will S. Davis,17,10,4,2,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0381234,Ralph Herz,17,17,2,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0071560,Spencer Gordon Bennet,16,16,2,3,"actor, director, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0825225,Julius Steger,14,13,2,2,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0898660,James Vincent,10,9,3,0,"actor, director",All Quiet on the Western Front (1930),71942,8.1
49,nm0912491,Jack L. Warner,9,9,1,5,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0903049,Josef von Sternberg,9,9,1,3,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0930803,J.B. Williams,9,9,1,2,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0136887,Edward Carewe,9,9,1,1,"actor, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0160316,George Christie,9,9,1,1,"actor, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0879094,Jacques Tyrol,9,9,1,1,"actor, director, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0007276,Legaren à Hiller,9,9,1,1,"actor, director, producer",All Quiet on the Western Front (1930),71942,8.1
49,nm0191462,Edward Cullen,9,9,1,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0833965,Frank R. Strayer,9,9,1,0,"actor, director, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0152377,George Chapman,9,9,1,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0471341,Milton Krims,9,9,1,0,"actor, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0085865,J. Stuart Blackton,8,8,8,43,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0067584,David Belasco,8,8,1,3,"actor, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0663832,Harriet Parsons,8,8,1,0,actress,All Quiet on the Western Front (1930),71942,8.1
49,nm0588121,Joseph C. Miller,8,8,1,0,"actor, director",All Quiet on the Western Front (1930),71942,8.1
49,nm0119138,Kenean Buel,7,7,2,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0532023,Kenneth MacDougall,7,7,2,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0949509,Edna Young,7,7,1,0,actress,All Quiet on the Western Front (1930),71942,8.1
49,nm0414409,Frank Jacobs,7,7,1,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0646058,Sidney Olcott,6,4,2,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0128684,Marie Cahill,6,6,2,0,actress,All Quiet on the Western Front (1930),71942,8.1
49,nm0459622,George Kline,6,6,1,0,actor,All Quiet on the Western Front (1930),71942,8.1
49,nm0086486,Ben K. Blake,5,5,1,0,"actor, director",All Quiet on the Western Front (1930),71942,8.1
49,nm0152158,Benjamin Chapin,3,1,3,4,"actor, producer, writer",All Quiet on the Western Front (1930),71942,8.1
49,nm0902426,Hubert von Herkomer,2,2,1,1,"actor, director, producer, writer",All Quiet on the Western Front (1930),71942,8.1
50,nm0681933,Mary Pickford,1399,443,201,14,"actress, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0601698,Owen Moore,1284,476,178,1,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0784407,Mack Sennett,1281,180,191,672,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0002503,Harry Carey,1202,522,176,9,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0226992,Edward Dillon,1132,237,152,2,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0842239,Blanche Sweet,965,389,131,1,"actress, producer",The Birth of a Nation (1915),28235,6.1
50,nm0321088,Dorothy Gish,626,305,96,1,"actress, producer",The Birth of a Nation (1915),28235,6.1
50,nm0681927,Jack Pickford,553,314,73,2,"actor, director, producer",The Birth of a Nation (1915),28235,6.1
50,nm0127511,Christy Cabanne,342,74,39,3,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0288616,Frank Powell,307,71,38,6,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0499883,Henry Lehrman,194,82,29,13,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0000428,D.W. Griffith,174,56,38,64,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0849803,John Tansey,115,93,14,1,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0227020,John Francis Dillon,80,80,11,1,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0408436,Thomas H. Ince,40,32,7,178,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0137407,Lloyd B. Carleton,24,24,3,1,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0875869,George Loane Tucker,18,5,5,1,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0102783,Bertram Bracken,18,17,2,1,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0577734,Gaston Méliès,12,12,2,10,"actor, director, producer",The Birth of a Nation (1915),28235,6.1
50,nm0547966,Frances Marion,9,9,1,2,"actress, director, producer, writer",The Birth of a Nation (1915),28235,6.1
50,nm0929649,Irvin Willat,3,3,1,2,"actor, director, producer, writer",The Birth of a Nation (1915),28235,6.1
53,nm0000875,L. Frank Baum,19,19,3,8,"actor, producer, writer",The Fairylogue and Radio-Plays (1908),85,5.0
61,nm0143899,Godfrey Cass,9,9,1,1,"actor, producer",The Story of the Kelly Gang (1906),1067,6.0
61,nm0846894,John Tait,9,9,1,1,"actor, producer",The Story of the Kelly Gang (1906),1067,6.0
62,nm0932048,J. Ernest Williamson,5,5,1,1,"actor, director, producer, writer",Wonders of the Sea (1922),16,6.8
63,nm0941279,Abel Woolrich,9,9,1,0,actor,Dama de noche (1993),34,6.2
66,nm0531759,J. Farrell MacDonald,1270,925,152,0,"actor, director",City Lights (1931),216009,8.5
66,nm0002177,Oscar Apfel,808,616,94,7,"actor, director, producer, writer",City Lights (1931),216009,8.5
66,nm0579663,Adolphe Menjou,760,625,93,0,actor,City Lights (1931),216009,8.5
66,nm0171873,William Collier Jr.,646,527,80,0,actor,City Lights (1931),216009,8.5
66,nm0362742,Sam Hardy,560,487,67,1,"actor, producer, writer",City Lights (1931),216009,8.5
66,nm0228715,Richard Dix,551,439,66,1,"actor, producer",City Lights (1931),216009,8.5
66,nm0913094,Robert Warwick,506,417,63,0,actor,City Lights (1931),216009,8.5
66,nm0639563,George O'Brien,465,366,53,0,actor,City Lights (1931),216009,8.5
66,nm0949835,Loretta Young,463,367,54,0,actress,City Lights (1931),216009,8.5
66,nm0637789,Edward J. Nugent,436,376,49,0,actor,City Lights (1931),216009,8.5
66,nm0000011,Gary Cooper,423,344,50,0,actor,City Lights (1931),216009,8.5
66,nm0001195,Douglas Fairbanks Jr.,419,363,48,0,actor,City Lights (1931),216009,8.5
66,nm0272059,Leslie Fenton,412,343,48,0,actor,City Lights (1931),216009,8.5
66,nm0792514,Lowell Sherman,390,338,50,1,"actor, director, producer",City Lights (1931),216009,8.5
66,nm0203836,Marion Davies,381,321,45,8,"actress, producer, writer",City Lights (1931),216009,8.5
66,nm0001076,Joan Crawford,373,272,43,0,actress,City Lights (1931),216009,8.5
66,nm0936728,Grant Withers,370,323,44,0,actor,City Lights (1931),216009,8.5
66,nm0290215,Kay Francis,369,295,41,0,actress,City Lights (1931),216009,8.5
66,nm0601129,Dickie Moore,356,281,40,0,actor,City Lights (1931),216009,8.5
66,nm0172903,Ronald Colman,341,281,40,0,actor,City Lights (1931),216009,8.5
66,nm0322299,James Gleason,337,281,39,1,"actor, director, producer, writer",City Lights (1931),216009,8.5
66,nm0737259,Will Rogers,326,257,39,0,"actor, writer",City Lights (1931),216009,8.5
66,nm0000022,Clark Gable,323,252,37,0,actor,City Lights (1931),216009,8.5
66,nm0002285,Pat O'Brien,314,241,35,0,actor,City Lights (1931),216009,8.5
66,nm0599910,Robert Montgomery,314,234,35,0,actor,City Lights (1931),216009,8.5
66,nm0000909,Constance Bennett,306,272,36,0,actress,City Lights (1931),216009,8.5
66,nm0717046,Frank Reicher,292,261,34,2,"actor, director, producer, writer",City Lights (1931),216009,8.5
66,nm0566948,Joel McCrea,292,247,33,0,actor,City Lights (1931),216009,8.5
66,nm0154352,Emile Chautard,282,250,33,2,"actor, director, producer, writer",City Lights (1931),216009,8.5
66,nm0001870,Robert Young,261,209,29,0,actor,City Lights (1931),216009,8.5
66,nm0736777,Charles 'Buddy' Rogers,256,219,30,0,actor,City Lights (1931),216009,8.5
66,nm0000012,Bette Davis,252,189,28,0,actress,City Lights (1931),216009,8.5
66,nm0681635,Irving Pichel,248,211,28,0,"actor, director",City Lights (1931),216009,8.5
66,nm0399346,Harold Huber,225,181,25,0,actor,City Lights (1931),216009,8.5
66,nm0000010,James Cagney,225,164,25,0,actor,City Lights (1931),216009,8.5
66,nm0237597,Marie Dressler,223,191,28,1,"actress, director, producer, writer",City Lights (1931),216009,8.5
66,nm0307326,William Gargan,216,185,24,0,actor,City Lights (1931),216009,8.5
66,nm0001537,Ray Milland,215,191,25,0,actor,City Lights (1931),216009,8.5
66,nm0000068,Randolph Scott,213,170,24,0,actor,City Lights (1931),216009,8.5
66,nm0000026,Cary Grant,210,187,24,0,actor,City Lights (1931),216009,8.5
66,nm0000817,Lew Ayres,207,182,23,0,actor,City Lights (1931),216009,8.5
66,nm0002935,Moe Howard,196,121,23,0,"actor, writer",City Lights (1931),216009,8.5
66,nm0001078,Bing Crosby,184,148,21,0,actor,City Lights (1931),216009,8.5
66,nm0694090,Dick Powell,180,113,20,0,actor,City Lights (1931),216009,8.5
66,nm0867144,Franchot Tone,180,148,20,0,actor,City Lights (1931),216009,8.5
66,nm0711855,Gregory Ratoff,179,161,20,1,"actor, producer, writer",City Lights (1931),216009,8.5
66,nm0482121,Arthur Lake,178,157,23,0,actor,City Lights (1931),216009,8.5
66,nm0665850,Gail Patrick,171,151,19,0,actress,City Lights (1931),216009,8.5
66,nm0768178,Joe Sawyer,168,153,19,0,actor,City Lights (1931),216009,8.5
66,nm0001366,Leslie Howard,162,146,20,6,"actor, producer",City Lights (1931),216009,8.5
66,nm0001682,Mickey Rooney,158,145,18,0,actor,City Lights (1931),216009,8.5
66,nm0448790,Larry Kent,153,133,19,0,actor,City Lights (1931),216009,8.5
66,nm0533247,Kenneth MacKenna,139,131,17,1,"actor, director, producer",City Lights (1931),216009,8.5
66,nm0001452,Charles Laughton,135,123,16,0,actor,City Lights (1931),216009,8.5
66,nm0122675,George Burns,129,84,21,0,"actor, writer",City Lights (1931),216009,8.5
66,nm0185568,Buster Crabbe,126,112,14,0,actor,City Lights (1931),216009,8.5
66,nm0000007,Humphrey Bogart,111,104,13,0,actor,City Lights (1931),216009,8.5
66,nm0682734,Arthur Pierson,108,101,12,0,actor,City Lights (1931),216009,8.5
66,nm0000964,Charles Boyer,105,101,12,0,actor,City Lights (1931),216009,8.5
66,nm0492463,Anderson Lawler,98,93,11,0,actor,City Lights (1931),216009,8.5
66,nm0000912,Jack Benny,89,80,12,0,actor,City Lights (1931),216009,8.5
66,nm0000840,Lucille Ball,89,84,10,0,actress,City Lights (1931),216009,8.5
66,nm0792130,Ann Sheridan,81,76,9,0,actress,City Lights (1931),216009,8.5
66,nm0288830,Douglas Fowley,81,78,9,0,actor,City Lights (1931),216009,8.5
66,nm0637507,Wilfred Noy,76,73,9,2,"actor, director, producer, writer",City Lights (1931),216009,8.5
66,nm0002046,Brian Donlevy,75,74,10,0,actor,City Lights (1931),216009,8.5
