community_id,community_size,rank_in_community,actor_name,actor_id,weighted_degree,degree,projects,main_genre
44,7,3,Phani Roy,nm1365119,6,6,1,Drama
44,7,4,Maya Mukherjee,nm1381041,6,6,1,Drama
44,7,5,Manorama Devi,nm1503909,6,6,1,Drama
44,7,6,Jiben Bose,nm0097873,6,6,1,Drama
44,7,7,Chhabi Biswas,nm0084435,6,6,1,Drama
89,7,1,nm8672553,nm8672553,6,6,1,Documentary
89,7,2,nm8006465,nm8006465,6,6,1,Documentary
89,7,3,nm8006464,nm8006464,6,6,1,Documentary
89,7,4,Ta'avale,nm0845808,6,6,1,Documentary
89,7,5,T'ugaita,nm0845774,6,6,1,Documentary
89,7,6,Pe'a,nm15198698,6,6,1,Documentary
89,7,7,Fa'amgase,nm0264390,6,6,1,Documentary
200,7,1,Sakina,nm0757202,6,6,1,Drama
200,7,2,Prabha Shanker,nm14112092,6,6,1,Drama
200,7,3,Maneklal Patel,nm0665381,6,6,1,Drama
200,7,4,Khalil,nm14112093,6,6,1,Drama
200,7,5,Homi Master,nm0557630,6,6,1,Drama
200,7,6,Gangaram,nm0304314,6,6,1,Drama
200,7,7,Dwarkadas Narendas Sampat,nm14112091,6,6,1,Drama
181,7,1,nm6134369,nm6134369,21,6,9,Comedy
181,7,2,Clovis Butler,nm15575746,18,8,5,Comedy
181,7,3,Marjorie Harrison,nm15523771,14,7,4,Comedy
181,7,4,Myrtle Montgomery,nm15585010,14,6,3,Comedy
181,7,5,Rebecca McKee,nm15585149,10,6,2,Comedy
181,7,6,Dolly Hughes,nm15585150,6,6,1,Comedy
181,7,7,Viola Brown,nm11154165,2,2,1,Comedy
192,7,1,Ramón Orrico Vidal,nm0650650,6,6,2,Unknown
192,7,2,Ángel Carratala,nm0140102,4,4,1,Unknown
192,7,3,Luisito Courdel,nm0183691,4,4,1,Unknown
192,7,4,Luis Courdecq,nm0183690,4,4,1,Unknown
192,7,5,Juanita Díaz,nm0246636,4,4,1,Unknown
192,7,6,José García de los Ríos,nm1257211,2,2,1,Unknown
192,7,7,Gabriel Cots,nm1256837,2,2,1,Unknown
8,6,1,nm6958149,nm6958149,5,5,1,Drama
8,6,2,Mary Alice Nelson Archambaud,nm0819492,5,5,1,Drama
8,6,3,Chief Yellow Robe,nm0157291,5,5,1,Drama
8,6,4,Chief Buffalo Child Long Lance,nm0518859,5,5,1,Drama
8,6,5,Chief Akawanush,nm0015120,5,5,1,Drama
8,6,6,Cheeka,nm0154888,5,5,1,Drama
13,6,1,nm4752207,nm4752207,5,5,1,Documentary
13,6,2,Cunayou,nm0192066,5,5,1,Documentary
13,6,3,Berry Kroeger,nm0471854,5,5,1,Documentary
13,6,4,Allegoo,nm0020180,5,5,1,Documentary
13,6,5,Allakariallak,nm1354245,5,5,1,Documentary
13,6,6,Alice Nevalinga,nm0638725,5,5,1,Documentary
188,6,1,Yanina Mirato,nm2217312,5,5,1,Adventure
188,6,2,Vladimir Mayakovsky,nm0562194,5,5,1,Adventure
188,6,3,Vasili Kamensky,nm0436578,5,5,1,Adventure
188,6,4,Margerita Kibalchich,nm0452116,5,5,1,Adventure
188,6,5,Lev Grinkrug,nm12055555,5,5,1,Adventure
188,6,6,David Burlyuk,nm0122169,5,5,1,Adventure
81,6,1,nm3071427,nm3071427,5,5,1,Drama
81,6,2,William Duff,nm0240418,5,5,1,Drama
81,6,3,Rhoda Dendron,nm0218953,5,5,1,Drama
81,6,4,Lance Vane,nm0888988,5,5,1,Drama
81,6,5,George Merriman,nm0581353,5,5,1,Drama
81,6,6,Arthur Guest,nm0346387,5,5,1,Drama
130,6,1,Patrick Ennis,nm0257897,5,5,1,Drama
130,6,2,P.J. Bourke,nm13782575,5,5,1,Drama
130,6,3,Fred O'Donovan,nm0640901,5,5,1,Drama
130,6,4,Dominick Reilly,nm0717671,5,5,1,Drama
130,6,5,Barry O'Brien,nm0639435,5,5,1,Drama
130,6,6,Barney Magee,nm0535827,5,5,1,Drama
119,6,1,nm3711908,nm3711908,5,5,1,Adventure
119,6,2,nm3710919,nm3710919,5,5,1,Adventure
119,6,3,nm3693250,nm3693250,5,5,1,Adventure
119,6,4,Herbert Kluge,nm0460184,5,5,1,Adventure
119,6,5,Gösta Nordhaus,nm2137287,5,5,1,Adventure
119,6,6,A.P. von Gontard,nm0902321,5,5,1,Adventure
149,6,1,Reg Perry,nm0675260,6,6,2,Short
149,6,2,Orrie Perry,nm0675239,5,5,1,Biography
149,6,3,Mr. Graham,nm1011210,5,5,1,Biography
149,6,4,John Jones,nm1012621,5,5,1,Biography
149,6,5,Harold Graham,nm1012612,5,5,1,Biography
149,6,6,Beatrice Day,nm1010955,5,5,1,Biography
161,6,1,Anna Sedlácková,nm1053222,5,5,2,Comedy
161,6,2,nm2727220,nm2727220,5,5,1,Comedy
161,6,3,nm2725710,nm2725710,5,5,1,Comedy
161,6,4,Karel Vána,nm1059690,5,5,1,Comedy
161,6,5,Jára Sedlácek,nm1824687,5,5,1,Comedy
161,6,6,Alois Sedlácek,nm0781361,5,5,1,Comedy
1,5,1,Juan Mañe,nm0563758,4,4,1,Short
1,5,2,José Amigo,nm0024876,4,4,1,Short
1,5,3,Fructuós Gelabert,nm0005717,4,4,1,Short
1,5,4,Antonio Masia,nm0556371,4,4,1,Short
1,5,5,Antonio Fino,nm0278321,4,4,1,Short
7,5,1,Emídio Ribeiro Pratas,nm0722800,4,4,2,Comedy
7,5,2,Trindade Junior,nm0432700,4,4,1,Comedy
7,5,3,Fernando Domingos,nm0231489,4,4,1,Comedy
7,5,4,Aníbal Contreiras,nm0176470,4,4,1,Comedy
7,5,5,Aníbal Aguiar,nm0013412,4,4,1,Comedy
29,5,1,Rafael G. Guardiano,nm0345332,4,4,1,Unknown
29,5,2,José Sánchez Vázquez,nm0844800,4,4,1,Unknown
29,5,3,Josefina Avilés,nm0043188,4,4,1,Unknown
29,5,4,Isabel Molina,nm0596700,4,4,1,Unknown
29,5,5,Carlos Gutiérrez,nm0349477,4,4,1,Unknown
47,5,1,Tony Bulandra,nm1616439,4,4,1,Drama
47,5,2,Lucia Sturza-Bulandra,nm0836458,4,4,1,Drama
47,5,3,Grigore Brezeanu,nm0108345,4,4,1,Drama
47,5,4,Constantin Neamtu-Ottonel,nm1617025,4,4,1,Drama
47,5,5,Aurel Barbelian,nm1714653,4,4,1,Drama
54,5,1,Señorita de Mensaque,nm0579798,4,4,1,Unknown
54,5,2,Señorita de Marín,nm0210160,4,4,1,Unknown
54,5,3,Salvador Calderón Beut,nm0129582,4,4,1,Unknown
54,5,4,El Marqués de Aracena,nm0207116,4,4,1,Unknown
54,5,5,Anita Calderón Beut,nm0129581,4,4,1,Unknown
62,5,1,Richard Ross,nm0743772,5,5,1,Documentary
62,5,2,Lulu McGrath,nm0569840,5,5,1,Documentary
62,5,3,Jay Rescher,nm0720192,5,5,1,Documentary
62,5,4,J. Ernest Williamson,nm0932048,5,5,1,Documentary
62,5,5,Asa Cassidy,nm0144158,5,5,1,Documentary
137,5,1,James J. Gilbert,nm0318086,4,4,1,Drama
137,5,2,Gregorio Ticman,nm0862713,4,4,1,Drama
137,5,3,Eduardo de Castro,nm0145527,4,4,1,Drama
137,5,4,Armanda Mangbitang,nm0542159,4,4,1,Drama
137,5,5,Adelina Moreno,nm0603853,4,4,1,Drama
147,5,1,Nance Newman,nm10230998,4,4,1,Drama
147,5,2,Mildred Dunnock,nm0242972,4,4,1,Drama
147,5,3,J. Thomas Hopkins,nm10230999,4,4,1,Drama
147,5,4,George E. Patton,nm0666566,4,4,1,Drama
147,5,5,Adelaide M. Chase,nm0153677,4,4,1,Drama
83,5,1,nm6244882,nm6244882,4,4,1,Musical
83,5,2,nm6244881,nm6244881,4,4,1,Musical
83,5,3,nm4973533,nm4973533,4,4,1,Musical
83,5,4,The Melodians,nm10108168,4,4,1,Musical
83,5,5,Joan du Toit,nm0238980,4,4,1,Musical
94,5,1,Sylvia Ormonde,nm0650266,4,4,1,Drama
94,5,2,Richard A. Stratton,nm0833679,4,4,1,Drama
94,5,3,Harry Fredericks,nm0292848,4,4,1,Drama
94,5,4,Arthur Limpke,nm1784613,4,4,1,Drama
94,5,5,Alfred Ryden,nm0753075,4,4,1,Drama
96,5,1,Paul Gillette,nm0319059,5,5,1,Unknown
96,5,2,Lawrence Katzenberg,nm0441900,5,5,1,Unknown
96,5,3,Jack O'Connor,nm0640363,5,5,1,Unknown
96,5,4,Harry L. Stevenson,nm0828946,5,5,1,Unknown
96,5,5,A.C. Posey,nm0692655,5,5,1,Unknown
101,5,1,Zora Markovic,nm1283733,4,4,1,Unknown
101,5,2,Zlata Lanovic,nm1283549,4,4,1,Unknown
101,5,3,Mato Grkovic,nm0342746,4,4,1,Unknown
101,5,4,Krunoslava Ebric-Frlic,nm1029202,4,4,1,Unknown
101,5,5,Branko Marjanovic,nm0548189,4,4,1,Unknown
105,5,1,Melville Webber,nm0916410,4,4,1,Horror
105,5,2,Hildegarde Watson,nm0914656,4,4,1,Horror
105,5,3,Herbert Stern,nm0827712,4,4,1,Horror
105,5,4,Friedrich Haak,nm0351794,4,4,1,Horror
105,5,5,Dorthea House,nm0396652,4,4,1,Horror
142,5,1,nm4104799,nm4104799,4,4,1,Drama
142,5,2,Thérèse Reignier,nm0717588,4,4,1,Drama
142,5,3,Pierre Chanot,nm12376262,4,4,1,Drama
142,5,4,Georges Oltramare,nm0648210,4,4,1,Drama
142,5,5,Claude Harold,nm0363729,4,4,1,Drama
202,5,1,nm6679397,nm6679397,5,5,1,Action
202,5,2,nm6679396,nm6679396,5,5,1,Action
202,5,3,nm6679394,nm6679394,5,5,1,Action
202,5,4,J.C. Smith,nm1347478,5,5,1,Action
202,5,5,Columbia Eneutseak,nm1563056,5,5,1,Action
201,5,1,Gloria Gomez Sarabia,nm1514340,4,4,1,Drama
201,5,2,Emilio Ornelas,nm1515763,4,4,1,Drama
201,5,3,Claudia Beltran,nm1513282,4,4,1,Drama
201,5,4,Aurora Herrera,nm1514551,4,4,1,Drama
201,5,5,Alejandro de Mezzi,nm1517211,4,4,1,Drama
77,4,1,nm9858110,nm9858110,5,3,2,Animation
77,4,2,nm9858109,nm9858109,5,3,2,Animation
77,4,3,Herbert M. Dawley,nm0205984,5,3,2,Animation
77,4,4,Willis H. O'Brien,nm0639891,3,3,1,Animation
85,4,1,William Vance,nm0888575,3,3,1,Short
85,4,2,Virginia Nicolson,nm0629931,3,3,1,Short
85,4,3,Orson Welles,nm0000080,3,3,1,Short
85,4,4,Edgerton Paul,nm0249297,3,3,1,Short
3,4,1,Pilar Gil,nm0317854,3,3,1,Drama
3,4,2,Izquierdo,nm0412767,3,3,1,Drama
3,4,3,Carmen Abril,nm0009377,3,3,1,Drama
3,4,4,Armando Lucas,nm0524078,3,3,1,Drama
127,4,1,Gunnar Berggren,nm0074527,3,3,1,Unknown
127,4,2,Ester Berggren,nm0074525,3,3,1,Unknown
127,4,3,Ebba Lindeberg,nm0511498,3,3,1,Unknown
127,4,4,Albin Andersson,nm0027612,3,3,1,Unknown
20,4,1,Rampiary,nm14490760,3,3,1,Unknown
20,4,2,Hyder Shah,nm0405045,3,3,1,Unknown
20,4,3,Durga,nm0244037,3,3,1,Unknown
20,4,4,Bapurao Apte,nm0032544,3,3,1,Unknown
21,4,1,Viktor Arens,nm0034347,3,3,1,Drama
21,4,2,N. Tschernobajewa,nm0874803,3,3,1,Drama
21,4,3,F. Werchowzewa,nm0921241,3,3,1,Drama
21,4,4,Alexander Wyrubow,nm0944104,3,3,1,Drama
30,4,1,nm9430304,nm9430304,3,3,1,Drama
30,4,2,Nazir,nm0623419,3,3,1,Drama
30,4,3,Bachan,nm0045372,3,3,1,Drama
30,4,4,Ali Athar,nm0040411,3,3,1,Drama
31,4,1,W.R. Bell,nm0068572,3,3,1,Drama
31,4,2,Nan Wilkie,nm0929216,3,3,1,Drama
31,4,3,Jack Baker,nm0048534,3,3,1,Drama
31,4,4,David Watt,nm0914962,3,3,1,Drama
205,4,1,Piet van Duin,nm1717466,3,3,1,Short
205,4,2,Jef Last,nm0489905,3,3,1,Short
205,4,3,Hein Blok,nm0088851,3,3,1,Short
205,4,4,Co Sieger,nm1717782,3,3,1,Short
42,4,1,Mario Guaita-Ausonia,nm0345208,3,3,1,Adventure
42,4,2,Gaetano Rossi,nm0744191,3,3,1,Adventure
42,4,3,Elsa Zara,nm0953325,3,3,1,Adventure
42,4,4,Dino Bonaiuti,nm0093717,3,3,1,Adventure
58,4,1,nm9880573,nm9880573,3,3,1,Comedy
58,4,2,Jorge Gentil,nm0313043,3,3,1,Comedy
58,4,3,Elence da Comp. do Teatro Gymnasio,nm2086836,3,3,1,Comedy
58,4,4,António Cardoso,nm0136615,3,3,1,Comedy
72,4,1,Tom Hing,nm0385749,3,3,1,Drama
72,4,2,Lin Neong,nm0626105,3,3,1,Drama
72,4,3,Lee Gow,nm0332910,3,3,1,Drama
72,4,4,Hoo Ching,nm0157867,3,3,1,Drama
155,4,1,Áurea de Aremar,nm0207142,3,3,1,Comedy
155,4,2,José Medina Filho,nm0575626,3,3,1,Comedy
155,4,3,Carlos Ferreira,nm0272276,3,3,1,Comedy
155,4,4,Alfredo Roussy,nm0746104,3,3,1,Comedy
86,4,1,Svein Lysell,nm0529258,3,3,1,Comedy
86,4,2,Lizzie Florelius,nm0282651,3,3,1,Comedy
86,4,3,Leif Enger,nm0257357,3,3,1,Comedy
86,4,4,Katja Wallier,nm0909149,3,3,1,Comedy
125,4,1,Rahel Olbrei,nm0646030,3,3,1,Drama
125,4,2,Nadezda Peedi-Hoffman,nm0670212,3,3,1,Drama
125,4,3,Elfi Lepp-Stroobel,nm0503364,3,3,1,Drama
125,4,4,Ants Eskola,nm0260663,3,3,1,Drama
102,4,1,Silas Miracle,nm0591971,3,3,1,Drama
102,4,2,Reb Grogan,nm0342944,3,3,1,Drama
102,4,3,Helen Mundy,nm0612770,3,3,1,Drama
102,4,4,Forrest James,nm0416491,3,3,1,Drama
110,4,1,Gerda Henschen-Nygren,nm0378072,3,3,1,Unknown
110,4,2,Ester Riwkin,nm0729725,3,3,1,Unknown
110,4,3,Ernst Högberg,nm0405835,3,3,1,Unknown
110,4,4,Börje Lundh,nm0526464,3,3,1,Unknown
123,4,1,Manuel Truán,nm0874478,3,3,1,Comedy
123,4,2,Luis Julio Llaneza,nm0515661,3,3,1,Comedy
123,4,3,Conchita de la Viña,nm0479177,3,3,1,Comedy
123,4,4,Adolfo Trapote,nm0871098,3,3,1,Comedy
128,4,1,nm2354154,nm2354154,3,3,1,Documentary
128,4,2,nm2350007,nm2350007,3,3,1,Documentary
128,4,3,Félicien Trewey,nm1151424,3,3,1,Documentary
128,4,4,Antoine Lumière,nm0525907,3,3,1,Documentary
132,4,1,José Pérez,nm0702207,3,3,1,Drama
132,4,2,José Martín Caro,nm0554528,3,3,1,Drama
132,4,3,Herminia Mas,nm0543707,3,3,1,Drama
132,4,4,Chiquito de la Audiencia,nm1256427,3,3,1,Drama
153,4,1,Salvador Uriarte,nm1505168,3,3,1,Drama
153,4,2,Maria Luisa Escobar,nm1508627,3,3,1,Drama
153,4,3,Lupe Rivas Cacho,nm0729021,3,3,1,Drama
153,4,4,Domingo Mezzi,nm0583851,3,3,1,Drama
187,4,1,Johnnie Mullens,nm0612071,4,4,1,Documentary
187,4,2,Henry Grammar,nm1148936,4,4,1,Documentary
187,4,3,Charles Fuqua,nm1151934,4,4,1,Documentary
187,4,4,Arthur Patrick 'Pat' Long,nm1151967,4,4,1,Documentary
146,4,1,Narciso Puignau,nm0700209,3,3,2,Unknown
146,4,2,Vicenta Sanjordi,nm0762810,3,3,1,Unknown
146,4,3,Maria Pallar,nm0657793,3,3,1,Unknown
146,4,4,Joan Prats Vázquez,nm0695394,3,3,1,Unknown
14,3,1,Pitje Ambreville,nm0024344,2,2,1,Drama
14,3,2,Mademoiselle Saunières,nm0767008,2,2,1,Drama
14,3,3,Berryer,nm0077702,2,2,1,Drama
51,3,1,Wenga,nm0920952,2,2,1,Documentary
51,3,2,Sloca Bruna,nm0116025,2,2,1,Documentary
51,3,3,Ok-Ba-Ok,nm0645371,2,2,1,Documentary
55,3,1,Ramón Goñi,nm0333155,2,2,1,Documentary
55,3,2,Pedro Calderón,nm0129618,2,2,1,Documentary
55,3,3,Luisa Urios,nm0881970,2,2,1,Documentary
60,3,1,Salvador Rosich,nm0742958,2,2,1,History
60,3,2,Roberto Casaux,nm0143083,2,2,1,History
60,3,3,Eliseo Gutiérrez,nm0349492,2,2,1,History
67,3,1,Herbert Trumper,nm0874346,2,2,1,Crime
67,3,2,Evelyn Cecil,nm0147694,2,2,1,Crime
67,3,3,Arthur Chisholm,nm0158208,2,2,1,Crime
70,3,1,Z. Valecskaya,nm0883927,2,2,1,Unknown
70,3,2,S. Zelinksy,nm0954557,2,2,1,Unknown
70,3,3,S. Chaplesky,nm0152223,2,2,1,Unknown
136,3,1,Sara Nobre,nm0633722,2,2,1,Drama
136,3,2,Conchita de Moraes,nm0210437,2,2,1,Drama
136,3,3,Atila Moraes,nm0602404,2,2,1,Drama
82,3,1,María del Carmen Sousa,nm0815979,2,2,1,Drama
82,3,2,José Gregori,nm0339692,2,2,1,Drama
82,3,3,Faustino Dorrosa,nm0234101,2,2,1,Drama
90,3,1,Yi-Min Wen,nm0920761,2,2,1,Action
90,3,2,Xuepeng Fan,nm0266662,2,2,1,Action
90,3,3,Shaoquan Zhu,nm0955817,2,2,1,Action
93,3,1,Philip B. Fleming,nm0281729,2,2,1,Documentary
93,3,2,Edward Richardson,nm0724524,2,2,1,Documentary
93,3,3,Baury Bradford Richardson,nm0724431,2,2,1,Documentary
104,3,1,nm4906549,nm4906549,2,2,2,Short
104,3,2,nm4905952,nm4905952,2,2,1,Comedy
104,3,3,Alice Guy,nm0349785,2,2,1,Comedy
169,3,1,nm7220207,nm7220207,2,2,1,Drama
169,3,2,Soon-goot,nm0814580,2,2,1,Drama
169,3,3,Hilde Hadges,nm0352805,2,2,1,Drama
111,3,1,Maurice Walter,nm0910093,2,2,1,Adventure
111,3,2,J.A. Hewson,nm0382132,2,2,1,Adventure
111,3,3,Arthur Villesid,nm0898337,2,2,1,Adventure
117,3,1,nm8448139,nm8448139,2,2,1,Documentary
117,3,2,Michael Kilgarriff,nm0453023,2,2,1,Documentary
117,3,3,David Timson,nm0863817,2,2,1,Documentary
126,3,1,Ferdinand Zecca,nm0954087,2,2,5,Short
126,3,2,Jean Liézer,nm0509806,2,2,1,Crime
126,3,3,Bretteau,nm1778194,2,2,1,Crime
141,3,1,José Augusto Monteiro Barbosa,nm1215822,2,2,1,Drama
141,3,2,Eva Nil,nm0632006,2,2,1,Drama
141,3,3,Bastos Estephânio,nm1216379,2,2,1,Drama
160,3,1,nm5718242,nm5718242,2,2,1,Comedy
160,3,2,Julie Seale,nm0780534,2,2,1,Comedy
160,3,3,Fred Storey,nm0832461,2,2,1,Comedy
165,3,1,William J. Wilson,nm0934300,2,2,1,Adventure
165,3,2,Bert Shepherd,nm0791746,2,2,1,Adventure
165,3,3,Arthur Voegtlin,nm0900812,2,2,1,Adventure
198,3,1,Zhengqiu Zheng,nm0955604,2,2,1,Comedy
198,3,2,Zhegu Zheng,nm1361251,2,2,1,Comedy
198,3,3,Ying Yu,nm1361238,2,2,1,Comedy
184,3,1,Reginald W. James,nm1040375,2,2,1,Action
184,3,2,Mr. Lepard,nm1894886,2,2,1,Action
184,3,3,Florence Williamson,nm1895457,2,2,1,Action
185,3,1,Sa-Ngiam Navisthira,nm10551214,2,2,1,Romance
185,3,2,Luang Pharotkamkoson,nm10551216,2,2,1,Romance
185,3,3,Khun Ram Pharotsat,nm10551215,2,2,1,Romance
215,3,1,nm8500969,nm8500969,2,2,1,Drama
215,3,2,nm8500968,nm8500968,2,2,1,Drama
215,3,3,Rosa Volpe,nm1281622,2,2,1,Drama
203,3,1,nm5121475,nm5121475,2,2,1,Drama
203,3,2,nm5121267,nm5121267,2,2,1,Drama
203,3,3,Anatole Thiberville,nm1597962,2,2,1,Drama
207,3,1,nm3428604,nm3428604,2,2,1,Drama
207,3,2,Ilse Berger,nm1922495,2,2,1,Drama
207,3,3,Gyula Balogh,nm1921756,2,2,1,Drama
209,3,1,nm2499394,nm2499394,2,2,1,Drama
209,3,2,nm2499139,nm2499139,2,2,1,Drama
209,3,3,nm2495751,nm2495751,2,2,1,Drama
99,3,1,Laura Bayley,nm0809419,3,2,5,Short
99,3,2,Tom Green,nm0338379,2,1,3,Comedy
99,3,3,George Albert Smith,nm0808310,1,1,1,Comedy
170,2,1,Julie Souplet,nm0815907,3,1,3,Short
170,2,2,Geneviève Koch,nm0462306,3,1,3,Short
191,2,1,Jim M. Walve,nm1253682,2,1,2,Comedy
191,2,2,Carol Davis Morel,nm0204118,2,1,2,Comedy
122,2,1,Miriam Kressyn,nm0470960,2,1,2,Short
122,2,2,Hy Jacobson,nm0414849,2,1,2,Short
183,2,1,Siegmund Lubin,nm0002615,1,1,1,Drama
183,2,2,Randolph Feelgood,nm10342565,1,1,1,Drama
5,2,1,Rosetta Conn,nm0174907,1,1,1,Biography
5,2,2,B. Adler,nm0012108,1,1,1,Biography
9,2,1,Vicente Enhart,nm0257828,1,1,1,Short
9,2,2,Antonio Alegría,nm0017826,1,1,1,Short
19,2,1,nm3074813,nm3074813,1,1,1,Documentary
19,2,2,Jakub Appenszlak,nm0032279,1,1,1,Documentary
37,2,1,Marty Baratz,nm0053122,1,1,1,Short
37,2,2,Goldie Eisenman,nm0252042,1,1,1,Short
156,2,1,Nuria Rovira,nm0746346,1,1,1,Unknown
156,2,2,Matilde de Barrenechea,nm0056862,1,1,1,Unknown
178,2,1,Henry Vorins,nm0903455,1,1,1,Drama
178,2,2,Denise Becker,nm0065393,1,1,1,Drama
92,2,1,Miriam Ferris,nm0274909,1,1,1,Crime
92,2,2,Margaret Belona,nm0069421,1,1,1,Crime
138,2,1,Arthur Bigelow,nm0081736,1,1,1,Drama
138,2,2,A.N. Murphy,nm0614069,1,1,1,Drama
97,2,1,Lydia Bottini,nm0098696,1,1,2,Short
97,2,2,Joaquín Giner,nm0319946,1,1,1,Unknown
45,2,1,Margaret Bray,nm0106234,1,1,1,Animation
45,2,2,John Randolph Bray,nm0106218,1,1,1,Animation
46,2,1,James Henry Breasted,nm0106453,1,1,1,Documentary
46,2,2,Charles Breasted,nm0106452,1,1,1,Documentary
134,2,1,María Rosa Millafleurs,nm0587603,1,1,1,Short
134,2,2,José Caho,nm0128728,1,1,1,Short
57,2,1,Señorita Tierols,nm0862957,1,1,1,Unknown
57,2,2,José Capsir,nm0135695,1,1,1,Unknown
133,2,1,Julienne Mathieu,nm0558863,1,1,3,Short
133,2,2,Segundo de Chomón,nm0159015,1,1,1,Animation
84,2,1,François Clerc,nm0166380,1,1,1,Comedy
84,2,2,Benoît Duval,nm0244989,1,1,1,Comedy
212,2,1,nm3793243,nm3793243,1,1,1,Unknown
212,2,2,Bhaurao Datar,nm0202129,1,1,1,Unknown
79,2,1,El Mochuelo,nm0252720,1,1,1,Unknown
79,2,2,Antonio del Pozo,nm0215752,1,1,1,Unknown
87,2,1,Fred Evans,nm0262763,1,1,3,Comedy
87,2,2,Joe Evans,nm0262902,1,1,1,Comedy
88,2,1,Lupita Garcí-Nuño,nm0305524,1,1,1,Unknown
88,2,2,Josecho Ezcurra,nm0264307,1,1,1,Unknown
91,2,1,Secundino Fernández,nm0273764,1,1,1,Comedy
91,2,2,Luis San Gregorio,nm0760648,1,1,1,Comedy
159,2,1,Wilf Gannon,nm0304493,1,1,1,Comedy
159,2,2,Hilda Sayer,nm0768445,1,1,1,Comedy
120,2,1,Klara Kollent,nm0464189,1,1,1,Short
120,2,2,Joseph Giampietro,nm0316220,1,1,1,Short
100,2,1,William J. Otts,nm0653343,1,1,1,Drama
100,2,2,Nevada Grey,nm0340646,1,1,1,Drama
199,2,1,Kashinath,nm1405355,1,1,1,Unknown
199,2,2,Gulab,nm0347653,1,1,1,Unknown
175,2,1,Socrate Tommasi,nm0866903,1,1,1,Short
175,2,2,Bianca Hubner,nm0399536,1,1,1,Short
113,2,1,nm5661573,nm5661573,1,1,1,Music
113,2,2,Ina Ray Hutton,nm0404627,1,1,1,Music
116,2,1,Mikhail Kaufman,nm0442227,1,1,1,Documentary
116,2,2,Elizaveta Svilova,nm0841294,1,1,1,Documentary
144,2,1,John Ott,nm0653042,1,1,1,Short
144,2,2,Charles Kayser,nm0443482,1,1,1,Short
118,2,1,Tomu Uchida,nm0879755,1,1,1,Unknown
118,2,2,Teinosuke Kinugasa,nm0455938,1,1,1,Unknown
206,2,1,Victor Betzonich,nm1854449,1,1,1,Drama
206,2,2,Francesca Nathansen,nm0622273,1,1,1,Drama
140,2,1,R.D. Nicholson,nm0629906,1,1,1,Drama
140,2,2,Herbert Sydney,nm0842990,1,1,1,Drama
152,2,1,Thurston Harris,nm2140812,1,1,1,Comedy
152,2,2,Gertie Potter,nm0693275,1,1,1,Comedy
158,2,1,Georgiy Samoylov,nm0759959,1,1,1,Drama
158,2,2,A. Rusinov,nm0750793,1,1,1,Drama
167,2,1,Primitivo Sierra,nm0797295,1,1,1,Unknown
167,2,2,María del Carmen Martínez,nm1053593,1,1,1,Unknown
196,2,1,Max Büttner,nm13155558,1,1,1,Short
196,2,2,Eugen Skladanowsky,nm0804433,1,1,1,Short
168,2,1,Menasha Skulnik,nm0804942,1,1,1,Short
168,2,2,Judi Gassel,nm1009424,1,1,1,Short
171,2,1,Wladyslaw Starewicz,nm0823088,1,1,2,Short
171,2,2,Nina Star,nm1632894,1,1,2,Short
172,2,1,Jan Wichniekski,nm1742621,1,1,1,Animation
172,2,2,Irene Starewicz,nm0823089,1,1,1,Animation
182,2,1,Lowell Thomas,nm0859180,1,1,1,Comedy
182,2,2,Christopher Young,nm0949397,1,1,1,Comedy
177,2,1,Tilly von Kaulbach,nm0902509,1,1,1,Drama
177,2,2,Fridtjof Kaulbach,nm1845377,1,1,1,Drama
186,2,1,Pearl Bambury,nm11302514,1,1,1,Unknown
186,2,2,Charles Evans,nm11302511,1,1,1,Unknown
193,2,1,Rosita Barberán,nm1260101,1,1,1,Unknown
193,2,2,Ketty Murcy,nm1261151,1,1,1,Unknown
194,2,1,T.W.H. Veale,nm1273315,1,1,1,War
194,2,2,James Richardson,nm1270825,1,1,1,War
195,2,1,Kikugoro Onoe V,nm1272675,1,1,1,Horror
195,2,2,Danjuro Ichikawa,nm1272063,1,1,1,Horror
210,2,1,nm2940350,nm2940350,1,1,2,Short
210,2,2,nm2940072,nm2940072,1,1,2,Short
211,2,1,nm3692829,nm3692829,1,1,1,Documentary
211,2,2,nm3691272,nm3691272,1,1,1,Documentary
